3496,6605
8904,1147
3356,3561
5133,1705
6819,192
1355,771
5735,3611
3359,9145
3818,2398
1647,9069
2063,2636
1140,4862
3673,8658
4038,2019
2883,8704
2800,7044
396,9248
1039,1660
9642,8980
518,1368
9310,6640
9419,2260
6713,915
9029,7044
6666,2487
4499,7804
4336,2472
2917,8893
2657,7731
7202,9943
1541,4498
2276,4298
9439,1628
8464,7685
5496,1020
2179,7044
4674,6800
8603,4501
3082,1801
7281,185
544,7244
7791,8320
4899,249
4235,5167
438,1326
6492,426
6691,4590
881,5246
3900,4927
6115,902
829,1263
3458,1862
6570,7869
525,3278
5218,9851
6870,5102
9035,5685
8268,2953
8207,8596
3296,1501
4402,6350
6215,9423
7674,7960
1076,584
2100,1130
2281,83
5517,5508
6538,2768
7341,9410
481,4401
1019,5955
959,6609
5120,3881
7649,7077
5836,1216
3386,2129
4566,3051
3002,8028
4203,3618
716,9560
3878,5168
4262,4287
6355,7131
7896,1122
1700,8858
8555,6331
112,5249
5595,1780
5152,4282
5568,8854
7351,6646
8568,6798
1135,7696
2475,5
5094,5463
7232,8780
8973,3962
3685,930
6490,3113
9052,5995
5511,4309
1152,7611
5370,6
6849,9632
694,6090
3466,3143
8319,2876
8654,7767
5231,2039
9554,7525
7838,3887
6382,6372
7643,4750
326,3221
4780,4215
8526,4000
131,1089
6542,4333
7798,3853
9431,4503
727,1554
3951,482
5045,8733
6276,9849
7970,9556
8607,560
4133,4886
5217,2619
8435,7482
8088,5468
8515,9400
6010,635
8119,977
3205,4621
5642,8288
5367,9669
1706,4644
6408,4526
1925,6557
1353,4372
9856,8654
4027,6185
9533,8776
6715,7963
2700,7716
3727,9838
2733,6715
584,3371
6885,8638
348,7829
5441,993
3363,1881
1943,5105
7924,3724
6194,2431
9483,5617
4082,6175
1935,6240
1047,8592
5902,9856
1187,5915
2680,296
1182,9095
2465,7274
9317,9021
5870,2877
8897,4446
217,4142
6521,9816
5200,6958
7843,9242
5846,4104
7657,9245
5416,7251
6634,6609
667,2987
2563,4276
874,4506
5898,3299
4433,957
9086,453
5494,8987
7248,5867
3898,5640
3563,2398
4677,4678
387,2140
4462,7529
6636,9800
6051,1077
1423,3365
3430,7655
5331,552
4304,7323
6365,7870
3972,4713
2748,3610
4112,6338
1261,2032
1367,358
4771,7064
248,4774
4664,4015
819,3297
4816,6503
2600,472
2307,7027
2007,3382
847,1194
9951,9931
7465,1510
9434,6325
481,4680
7314,3297
8422,2237
305,9315
6579,3802
9631,2266
1777,9047
103,6313
9711,7198
565,3558
2327,2953
9205,2167
9215,199
1620,4135
5588,7855
8840,1096
4022,1969
2403,7731
5797,2695
5503,6016
9136,9042
6387,4405
5534,9956
1717,8358
1124,1782
5638,1352
2909,8697
5292,5782
4740,8962
409,3009
2963,1573
3467,162
9978,2999
2864,1315
4355,7669
5883,3077
7737,1383
6582,7277
8970,5955
8885,3947
5389,6289
1946,683
7697,3417
157,8384
8572,291
2784,690
5409,6635
5072,557
6736,1038
6402,2655
9324,2570
6815,2049
1408,2679
4972,9900
3709,1161
6637,9713
3439,606
573,9565
2263,8254
628,5419
2914,3758
5565,7464
7394,6373
9370,6407
8704,5518
6293,9580
7531,3304
3612,3658
3917,5841
463,6260
7259,8510
8376,9651
9380,2232
4951,9843
2900,1887
5510,5106
2347,8344
823,1454
1942,4921
7969,9925
2576,8906
2836,3684
6636,4224
2891,2892
9077,8582
8712,7033
2823,7962
4938,8730
1894,9002
9602,469
3861,2692
7694,4946
4293,8902
1011,4170
870,1928
8095,7267
8298,2640
6590,5877
1260,7190
8289,1969
5867,7218
2720,8148
1617,2841
2869,3604
2149,2669
6358,327
6860,6194
4626,7118
9614,2517
1586,9349
8582,4621
2730,9137
9568,5047
2791,7141
4987,7736
2002,1529
6430,5765
8967,4072
4319,6782
3696,8361
7368,7727
3439,6586
4652,2138
8635,8887
4759,2826
203,5870
8103,4735
6907,6639
2260,9200
7273,3746
866,1436
767,5961
6013,5480
897,9200
7954,8981
2611,8853
9491,8
5255,646
5795,1395
3079,7698
5035,7213
9421,4774
1892,759
251,5391
9211,2811
6013,7460
6062,337
2344,7230
4414,6456
6573,2178
1151,8249
8200,7438
6831,5462
3852,3528
370,8040
1755,5232
2211,368
4030,2824
8533,6610
4422,1418
5195,9282
2789,2106
4909,3625
8754,9780
1646,975
9342,2154
7059,2800
3316,2058
405,6110
723,4005
5600,8301
9190,2155
4252,8523
4206,6164
5919,5753
1174,1298
504,4706
6717,5423
9231,3060
6025,9766
9462,8648
7008,5300
4962,9568
3033,6661
985,2184
6218,4462
9638,4465
595,8805
642,3943
5085,9107
6,1176
9097,7478
3239,6352
8908,8747
9412,865
699,3211
6862,6033
9083,5498
6544,1590
3405,4733
927,826
8054,4077
9678,9994
9567,8192
1651,8724
9340,9224
1010,9805
1753,8105
132,1842
1141,945
2368,5111
7404,1565
461,1159
2378,6190
7450,4681
3846,4997
2286,288
8652,3633
5,1684
5312,2446
2596,1963
3172,6235
8420,8050
1120,6715
5786,3450
922,5034
6999,7123
6126,5249
5486,9763
9518,809
8454,8805
6886,9805
6106,4203
6221,6311
3629,8535
9786,1003
8555,2183
7579,3572
343,6740
1877,6127
4466,6394
2932,4409
7566,7500
851,6791
4703,4710
8313,9112
8862,5586
8170,8009
2794,4160
2216,2347
5364,2272
772,8837
6843,4975
2719,1322
7475,8178
2646,6026
1683,9567
9321,1897
6024,6123
7997,1507
8743,5072
9582,2528
9614,3604
868,8728
1240,8507
5983,7610
9381,1796
1371,9413
8222,8252
5370,2310
2129,9024
8272,5746
3621,6578
9379,8714
2098,3964
5952,687
4076,7888
550,8654
1064,971
216,9014
4501,2662
8358,9631
4604,1377
5195,735
2596,7695
5721,7638
4646,3949
2199,8201
8612,5560
1707,5096
7555,3672
7189,7562
6364,8823
8590,74
6578,2393
3480,4036
2904,8652
1507,6046
6999,8576
339,3711
1801,4000
399,4374
3545,3565
1659,4491
2079,9140
5248,1648
8667,3416
8128,3533
5487,3684
3060,1629
8114,9474
8390,8625
6677,10
3829,2530
4080,9439
9382,3684
3933,7160
5760,8986
2655,3298
8095,4322
4192,2750
8891,418
4623,7981
1578,3186
8016,7666
3965,8959
6063,3685
8061,8605
3584,4058
2438,8339
3388,4252
7783,2333
7086,8169
1651,7912
3936,3139
2658,5827
6737,4563
4178,9337
3592,1881
4106,9169
58,17
6225,955
6371,5376
9067,6859
1764,7206
7943,8653
1440,6790
2037,2069
3185,1352
3283,3879
5939,8510
4773,9541
4557,5919
2201,8188
9976,9030
5304,8775
5966,9596
166,7204
7008,9280
5768,1944
1855,2749
5841,6244
9402,8062
9423,4032
3887,4834
1399,5596
7746,5088
3843,4583
3956,6898
71,631
1531,2798
3264,5955
6045,2914
4121,7775
8198,5729
1597,2806
368,4233
4790,752
7839,8979
9378,5301
7809,7187
8631,5800
3636,7840
2050,1849
5963,2744
2686,6103
431,7902
3909,7001
6760,7869
8685,3306
8507,1455
8458,2151
4989,6649
6068,4683
5720,8854
1698,8966
600,218
1289,9991
1899,631
6808,2840
8307,5154
8638,5974
9958,6697
4968,9519
6240,2131
8923,5919
4689,8177
8578,8122
1693,2267
3532,274
6891,7829
5997,9616
4802,2491
5122,6183
5293,8674
133,1364
2955,5837
5124,2757
6561,6944
5048,8050
7711,8884
3725,177
6647,7341
956,7591
9204,1615
2974,8810
6316,4390
1974,1971
5575,6347
8031,9608
7486,3060
2865,8821
5013,4497
5352,138
1087,2700
3127,2750
8336,5220
1271,1159
7980,9452
2661,7123
3443,1409
7405,7939
9403,2210
8385,6806
5743,1544
4523,3676
2470,7441
9622,9251
1107,3290
1843,9763
2567,8073
654,7211
3080,9380
8142,210
1674,7745
1725,2026
8118,2911
4303,2376
2467,5970
5142,2587
5494,8877
7243,717
3976,1890
5080,8200
4371,2083
2022,4465
8342,1371
75,7995
5853,5532
8456,1021
8057,3172
1661,4694
5006,393
361,4747
7101,7406
2337,2115
9569,4915
96,1607
9877,3494
7298,9235
7642,4051
4824,326
8047,5044
5149,948
